time_sec,avg_rtt_ms
1,49.74
2,45.36
3,41.1
4,39.73
5,40.57
6,40.64
7,43.49
8,43.09
9,42.68
10,49.23
11,45.84
12,42.39
13,52.51
14,45.71
15,45.68
16,52.69
17,52.17
18,49.68
19,45.71
20,47.78
21,41.84
22,38.33
23,48.63
24,37.77
25,37.78
26,45.44
27,46.41
28,43.04
29,50.78
