time_sec,avg_rtt_ms
1,68.95
2,63.54
3,67.63
4,64.0
5,62.94
6,73.67
7,66.28
8,57.95
9,69.23
10,69.84
11,65.01
12,63.98
13,74.9
14,66.65
15,64.1
16,83.37
17,83.27
18,55.14
19,68.86
20,64.69
21,67.51
22,64.13
23,69.54
24,60.7
25,69.13
26,61.35
27,73.49
28,64.56
29,59.61
