time_sec,avg_rtt_ms
1,68.38
2,70.42
3,82.89
4,92.6
5,68.53
6,75.91
7,74.25
8,84.48
9,78.91
10,77.24
11,83.61
12,94.9
13,81.51
14,77.21
15,68.77
16,75.9
17,87.65
19,81.41
20,81.3
21,80.61
22,82.34
23,85.0
24,88.98
25,86.61
26,74.64
27,86.99
28,84.59
29,87.82
