time_sec,avg_rtt_ms
1,84.8
2,88.1
3,89.77
4,77.4
5,84.23
6,72.83
7,87.38
8,85.35
9,80.8
10,98.37
11,77.41
12,84.36
13,81.53
14,84.17
15,88.76
16,77.3
17,83.17
18,78.35
20,77.04
21,81.59
22,87.41
23,89.06
24,75.33
25,93.08
26,91.19
27,73.16
28,84.74
29,86.17
