time_sec,avg_rtt_ms
1,32.49
2,26.14
3,30.05
4,27.6
5,29.02
6,31.36
7,26.49
8,28.62
9,29.08
10,29.99
11,29.88
12,33.51
13,30.87
14,28.88
15,32.17
16,27.22
17,32.7
18,30.96
19,33.86
20,28.52
21,29.95
22,28.79
23,32.45
24,28.71
25,32.41
26,29.57
27,32.32
28,29.34
29,28.96
